metric tons/yr,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
DAC Potential,0,0,0,0,0,0,0,0,0,0,0,0,654218.4207660042,1336377.4061917262,2045665.041678292,2770142.026895715,3528712.4368651886,4295500.985169418,5081107.1578711355,5885052.342281188,6706744.074127514,7545583.814873795,9928524.87713879,12320635.041313345,14798702.129547805,17268394.857272703,19771101.4149658,22305058.218992494,24868907.22764666,27377117.40279882,29992127.921552684,32538161.307395637,23773752.37677598,24739173.28956294,25704594.2023499,26670015.11513686,27635436.027923584,28600856.940710545,29566277.853497505,30531698.766284466,31497119.679071188,32462540.59185815,33427961.504645105,34393382.41743207,35358803.33021879,36324224.24300575,37289645.15579271,38255066.068579674,39220486.981366396,40185907.89415336,41151328.80694032,42116749.71972728
