Policy:,crop and rice measures,Unit: g CO2e,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
-70,-60,0.0,0.0,0.0,0.0,0.0,0.0,149289278030.39536,298578556060.7907,447867834091.18604,597157112121.5814,746446390151.9768,745085371017.4554,743724351882.9342,742363332748.4128,741002313613.8916,739641294479.3702,736892366409.3016,734143438339.2332,731394510269.1644,728645582199.096,725896654129.0273,722532838821.4102,719169023513.793,715805208206.1759,712441392898.5587,709077577590.9415,567262062072.7532,425446546554.5649,283631031036.3765,141815515518.18826,0.0,0.0,0.0,0.0,0.0,0.0
-60,-50,0.0,211295163154.60202,422590326309.20404,633885489463.8059,845180652618.4081,1056475815773.0101,845180652618.4081,633885489463.806,422590326309.2041,211295163154.60205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193189695358.2763,386379390716.5526,579569086074.8289,772758781433.1052,965948476791.3815,960702842712.4019,955457208633.4224,950211574554.4427,944965940475.4631,939720306396.4835,933668058395.385,927615810394.2866,921563562393.1881,915511314392.0897,909459066390.9913
-50,-40,1270724010467.5278,1016579208374.0225,762434406280.5167,508289604187.0111,254144802093.50555,0.0,216467804523.6513,432935609047.3026,649403413570.9539,865871218094.6052,1082339022618.2566,1067387886414.3071,1052436750210.3578,1037485614006.4086,1022534477802.4594,1007583341598.5096,1003838743209.8378,1000094144821.1664,996349546432.4943,992604948043.8226,988860349655.1508,791088279724.1206,593316209793.0905,395544139862.0603,197772069931.03015,0.0,53145481.67044395,106290963.3408879,159436445.0113319,212581926.6817758,265727408.35221976,264791548.99828956,263855689.64435938,262919830.29042915,261983970.936499,261048111.58256876
-40,-30,1857821292877.1936,1722744373934.8333,1587667454992.4731,1452590536050.1128,1317513617107.7527,1182436698165.3923,945949358532.314,709462018899.2355,472974679266.15686,236487339633.07843,0.0,56797850.51485807,113595701.02971613,170393551.5445742,227191402.05943227,283989252.57429034,282198991.48366046,280408730.39303064,278618469.3024007,276828208.2117709,275037947.121141,274448540.1556179,273859133.1900947,273269726.2245716,272680319.25904834,272090912.2935252,83965224420.93454,167658357929.57556,251351491438.21652,335044624946.8576,418737758455.49866,416040800867.3031,413343843279.1075,410646885690.9119,407949928102.7164,405252970514.5208
-30,-20,275103782.08564097,89873101543.63976,179471099305.19388,269069097066.748,358667094828.30206,448265092589.8562,451912632827.52234,455560173065.1884,459207713302.85455,462855253540.5206,466502793778.18677,1327531827727.321,2188560861676.455,3049589895625.5894,3910618929574.724,4771647963523.857,4753914133071.894,4736180302619.93,4718446472167.966,4700712641716.002,4682978811264.038,4661278100967.405,4639577390670.772,4617876680374.14,4596175970077.507,4574475259780.874,4465886592864.981,4357297925949.0894,4248709259033.1978,4140120592117.3057,4031531925201.4136,4005566951751.7046,3979601978301.9976,3953637004852.2886,3927672031402.5806,3901707057952.8726
-20,-10,6089102710101.674,5936014229879.529,5782925749657.386,5629837269435.24,5476748789213.097,5323660308990.952,5475502273300.548,5627344237610.143,5779186201919.739,5931028166229.334,6082870130538.93,5706980887815.5205,5331091645092.111,4955202402368.702,4579313159645.293,4203423916921.8843,4187767499955.599,4172111082989.3135,4156454666023.029,4140798249056.744,4125141832090.4585,4106026335252.381,4086910838414.3047,4067795341576.228,4048679844738.152,4029564347900.074,4007680458135.101,3985796568370.1265,3963912678605.1533,3942028788840.1787,3920144899075.2056,3894900648505.888,3869656397936.5728,3844412147367.2563,3819167896797.9404,3793923646228.624
-10,0,5541546058654.777,5519013433456.411,5496480808258.046,5473948183059.681,5451415557861.315,5428882932662.949,5209422973155.962,4989963013648.976,4770503054141.988,4551043094635.002,4331583135128.0146,3782591634750.3594,3233600134372.7056,2684608633995.051,2135617133617.3965,1586625633239.741,1580728836059.565,1574832038879.3892,1568935241699.213,1563038444519.0369,1557141647338.8608,1549925914764.3982,1542710182189.9353,1535494449615.4727,1528278717041.01,1521062984466.5474,1512802982330.3176,1504542980194.0876,1496282978057.8582,1488022975921.6284,1479762973785.3987,1470232448577.879,1460701923370.3591,1451171398162.8396,1441640872955.3198,1432110347747.8
0,0,1432343330383.2913,1881173936843.8643,2330004543304.437,2778835149765.0103,3227665756225.583,3676496362686.156,3645208490371.702,3613920618057.248,3582632745742.7944,3551344873428.341,3520057001113.8867,3491825393676.752,3463593786239.617,3435362178802.4824,3407130571365.3477,3378898963928.213,3366341293334.951,3353783622741.69,3341225952148.4287,3328668281555.1675,3316110610961.9062,3300743970870.9644,3285377330780.023,3270010690689.081,3254644050598.1396,3239277410507.1978,3221686473846.431,3204095537185.664,3186504600524.8965,3168913663864.13,3151322727203.363,3131026561737.055,3110730396270.748,3090434230804.44,3070138065338.133,3049841899871.825
0.1,10,7318005876541.124,6777512314319.597,6237018752098.07,5696525189876.543,5156031627655.017,4615538065433.489,4564379578113.544,4513221090793.599,4462062603473.652,4410904116153.707,4359745628833.7617,4322961893081.6562,4286178157329.5513,4249394421577.445,4212610685825.34,4175826950073.233,3732382020950.3096,3288937091827.386,2845492162704.4624,2402047233581.539,1958602304458.6155,1949526262283.3225,1940450220108.029,1931374177932.7358,1922298135757.4429,1913222093582.15,1902832306385.036,1892442519187.9224,1882052731990.8093,1871662944793.6958,1861273157596.5825,1849285790443.415,1837298423290.2476,1825311056137.0803,1813323688983.9128,1801336321830.7454
10,20,4053639574050.8906,4006431110382.0684,3959222646713.244,3912014183044.4214,3864805719375.598,3817597255706.775,3895623806278.965,3973650356851.1562,4051676907423.347,4129703457995.5366,4207730008567.7275,4223313715157.4805,4238897421747.235,4254481128336.989,4270064834926.7417,4285648541516.495,4659383830600.125,5033119119683.755,5406854408767.386,5780589697851.016,6154324986934.6455,5748415249347.671,5342505511760.697,4936595774173.723,4530686036586.748,4124776298999.774,4102376747608.1733,4079977196216.5723,4057577644824.9707,4035178093433.3696,4012778542041.7686,3986934545993.7944,3961090549945.8193,3935246553897.8433,3909402557849.869,3883558561801.894
20,30,0.0,38052937659.69113,76105875319.38226,114158812979.0734,152211750638.76453,190264688298.45563,152211750638.76453,114158812979.07338,76105875319.38225,38052937659.69112,0.0,2015133888.379439,4030267776.758878,6045401665.138317,8060535553.517756,10075669441.897196,8060535553.517756,6045401665.138318,4030267776.758879,2015133888.3794398,0.0,377390933990.4772,754781867980.9543,1132172801971.4316,1509563735961.9087,1886954669952.3857,1876707572937.0059,1866460475921.6262,1856213378906.2463,1845966281890.8665,1835719184875.4866,1823896244049.0693,1812073303222.652,1800250362396.2346,1788427421569.8174,1776604480743.4004
30,40,1787069740295.409,1787908170700.072,1788746601104.7356,1789585031509.3987,1790423461914.062,1791261892318.725,1434869207499.211,1078476522679.6965,722083837860.1826,365691153040.66833,9298468221.15399,7438774576.923193,5579080932.692394,3719387288.4615965,1859693644.2307982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,50,369250397628.1843,326995069937.4167,284739742246.64905,242484414555.8814,200229086865.11377,157973759174.3461,507112260818.48035,856250762462.6146,1205389264106.7493,1554527765750.8833,1903666267395.0178,1876597436904.9058,1849528606414.7935,1822459775924.6814,1795390945434.5693,1768322114944.4573,1799763033731.271,1831203952518.0845,1862644871304.8984,1894085790091.7122,1925526708878.5256,1917138697696.611,1908750686514.697,1900362675332.7822,1891974664150.8682,1883586652968.9539,1873898229474.1887,1864209805979.4238,1854521382484.6587,1844832958989.8938,1835144535495.129,1672069652991.8052,1508994770488.4814,1345919887985.158,1182845005481.8342,1019770122978.5104
50,60,1958798059898.7593,1968467502179.261,1978136944459.7627,1987806386740.2646,1997475829020.7664,2007145271301.268,1814238933563.2312,1621332595825.1946,1428426258087.1577,1235519920349.1208,1042613582611.084,851077681779.8616,659541780948.639,468005880117.4164,276469979286.1939,84934078454.97131,86682152229.79251,88430226004.61371,90178299779.4349,91926373554.2561,93674447329.0773,93365284923.41405,93056122517.75078,92746960112.08752,92437797706.42426,92128635300.761,89545532189.65971,86962429078.55841,84379325967.45714,81796222856.35583,79213119745.25455,230458814382.55298,381704509019.85144,532950203657.14984,684195898294.4482,835441592931.7467
60,70,1676283826828.0017,1690124343872.069,1703964860916.1365,1717805377960.2039,1731645895004.2712,1745486412048.3386,1759839651107.7869,1774192890167.2354,1788546129226.6838,1802899368286.132,1817252607345.5803,1856456642150.8782,1895660676956.1763,1934864711761.4739,1974068746566.7717,2013272781372.0696,2005790287017.8213,1998307792663.5737,1990825298309.3252,1983342803955.0774,1975860309600.8293,1966704305648.803,1957548301696.7769,1948392297744.7505,1939236293792.7236,1930080289840.6975,1921811747734.2532,1913543205627.8083,1905274663521.3635,1897006121414.919,1888737579308.4744,1700368316873.1572,1511999054437.8398,1323629792002.523,1135260529567.2056,946891267131.8883
70,80,819238576889.0378,655390861511.2302,491543146133.42267,327695430755.61505,163847715377.80753,0.0,187104509353.6376,374209018707.2752,561313528060.9127,748418037414.5504,935522546768.1879,1105126615524.2913,1274730684280.395,1444334753036.4985,1613938821792.602,1783542890548.7056,1776914060592.651,1770285230636.596,1763656400680.5408,1757027570724.486,1750398740768.4312,1742287700653.0747,1734176660537.7183,1726065620422.3618,1717954580307.0054,1709843540191.649,1700558067321.7761,1691272594451.9033,1681987121582.0305,1672701648712.1577,1663416175842.285,1659715463638.3054,1656014751434.3257,1652314039230.346,1648613327026.3662,1644912614822.3867
80,90,0.0,172152284622.19226,344304569244.3845,516456853866.57684,688609138488.769,860761423110.9613,864243959426.8793,867726495742.7972,871209032058.7153,874691568374.6333,878174104690.5514,879283796310.4244,880393487930.2975,881503179550.1705,882612871170.0436,883722562789.9166,880438268661.4987,877153974533.0807,873869680404.6626,870585386276.2446,867301092147.8265,693840873718.2614,520380655288.6959,346920436859.13055,173460218429.56528,0.0,0.0,0.0,0.0,0.0,0.0,169324516296.38654,338649032592.7731,507973548889.1595,677298065185.5461,846622581481.9327
90,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169441221237.1825,338882442474.365,508323663711.54755,677764884948.73,847206106185.9125,842605360031.1274,838004613876.3424,833403867721.5573,828803121566.7722,824202375411.9872,818894029617.3093,813585683822.6315,808277338027.9535,802968992233.2756,797660646438.5978
100,150,722440299987.793,731501775741.5771,740563251495.3613,749624727249.1455,758686203002.9297,767747678756.7137,800591004729.2708,833434330701.8279,866277656674.3849,899120982646.942,931964308619.499,957375766396.5225,982787224173.5453,1008198681950.5686,1033610139727.5919,1059021597504.6151,1055085919141.7684,1051150240778.9221,1047214562416.0754,1043278884053.2291,1039343205690.3824,1018281602144.2396,997219998598.0973,976158395051.9548,955096791505.812,934035187959.6697,928962931513.785,923890675067.9004,918818418622.0157,913746162176.131,908673905730.2465,902821684002.8755,896969462275.5044,891117240548.1333,885265018820.7622,879412797093.3912
150,200,0.0,21708960652.351395,43417921304.70279,65126881957.054184,86835842609.40558,108544803261.75697,101194018363.9527,93843233466.14842,86492448568.34415,79141663670.53986,71790878772.73558,121978300809.86003,172165722846.98453,222353144884.109,272540566921.23346,322727988958.358,321528472185.1342,320328955411.9104,319129438638.6866,317929921865.4628,316730405092.239,331507906198.5011,346285407304.7632,361062908411.02527,375840409517.28735,390617910623.54944,388496857404.708,386375804185.86664,384254750967.0252,382133697748.18384,380012644529.3424,343129251956.93933,306245859384.5363,269362466812.1332,232479074239.73016,195595681667.32712
200,250,308618238866.32837,326131231069.56415,343644223272.8,361157215476.03577,378670207679.2715,396183199882.5073,440759203433.9902,485335206985.4731,529911210536.9559,574487214088.4387,619063217639.9215,568655371665.9534,518247525691.9851,467839679718.0169,417431833744.04877,367023987770.08057,365659831047.05804,364295674324.0356,362931517601.0131,361567360877.9906,360203204154.96814,358534180641.174,356865157127.37994,355196133613.5859,353527110099.79175,351858086585.9977,349947361946.1051,348036637306.2125,346125912666.32,344215188026.4275,342304463386.5349,374535604953.765,406766746520.9952,438997888088.22534,471229029655.45544,503460171222.6856
250,300,951252967715.2627,779703910350.799,608154852986.3354,436605795621.87177,265056738257.40805,93507680892.9443,74806144714.35545,56104608535.76659,37403072357.17772,18701536178.588856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6085964732.32212,12171929464.64424,18257894196.966362,24343858929.28848,30429823661.6106
300,350,50275679230.69004,207694590091.70517,365113500952.7203,522532411813.73535,679951322674.7505,837370233535.7655,669896186828.6124,502422140121.45935,334948093414.30634,167474046707.15317,0.0,0.0,0.0,0.0,0.0,0.0,6357315402.703005,12714630805.40601,19071946208.109016,25429261610.81202,31786577013.515026,31723062826.583084,31659548639.651142,31596034452.719185,31532520265.787243,31469006078.8553,31382928033.60311,31296849988.35092,31210771943.098732,31124693897.846542,31038615852.594353,24830892682.07548,18623169511.55661,12415446341.03774,6207723170.518871,0.0
350,400,61871038079.261826,74404022383.70993,86937006688.15802,99469990992.60611,112002975297.05418,124535959601.50227,186514918597.05243,248493877592.60254,310472836588.1527,372451795583.70276,434430754579.2529,389987844465.4623,345544934351.6716,301102024237.8809,256659114124.09024,212216204010.2995,205471170109.78973,198726136209.27997,191981102308.77023,185236068408.2605,178491034507.75073,177663802623.74802,176836570739.7453,176009338855.74255,175182106971.73984,174354875087.73712,173408027648.925,172461180210.11285,171514332771.30075,170567485332.48862,169620637893.67648,168528189659.11826,167435741424.56,166343293190.00177,165250844955.4435,164158396720.88528
400,450,36319954033.26593,29055963226.612747,21791972419.95956,14527981613.306374,7263990806.653187,0.0,71119551658.63028,142239103317.26056,213358654975.89084,284478206634.5211,355597758293.15137,359295773506.1641,362993788719.1769,366691803932.1896,370389819145.20233,374087834358.2151,372697689056.3963,371307543754.57745,369917398452.7587,368527253150.93994,367137107849.12115,365435827255.24896,363734546661.37683,362033266067.50464,360331985473.6325,358630704879.7603,286904563903.8082,215178422927.85623,143452281951.90414,71726140975.95209,0.0,319980572.8247329,639961145.6494658,959941718.4741986,1279922291.2989316,1599902864.1236644
450,500,0.0,0.0,0.0,0.0,0.0,0.0,270634721.2301624,541269442.4603248,811904163.6904871,1082538884.9206495,1353173606.1508121,64272720409.93214,127192267213.71347,190111814017.4948,253031360821.27612,315950907625.05743,314790757805.1053,313630607985.15314,312470458165.20105,311310308345.24884,310150158525.2967,308730411917.3484,307310665309.4,305890918701.4517,304471172093.50336,303051425485.55505,371202194554.1022,439352963622.6493,507503732691.1965,575654501759.7435,643805270828.2906,582575735598.7896,521346200369.28845,460116665139.78735,398887129910.28625,337657594680.78516
500,550,1356963608.523317,1085570886.8186538,814178165.1139902,542785443.4093268,271392721.70466334,0.0,23728543758.39226,47457087516.78452,71185631275.17679,94914175033.56905,118642718791.9613,94914175033.56905,71185631275.17677,47457087516.784515,23728543758.392258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56781760215.75927,113563520431.51854,170345280647.27783,227127040863.03708,283908801078.7963
550,600,0.0,243124169.61941746,486248339.2388349,729372508.8582523,972496678.4776698,1215620848.0970871,972496678.4776698,729372508.8582523,486248339.2388349,243124169.61941746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
