Policies:,ngps - processing methane capture,ngps - T&D methane capture,Unnamed: 3,Unit: g CO2e,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
90,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,150,0.0,0.0,0.0,0.0,0.0,0.0,152910266.0715616,305820532.1431232,458730798.21468484,611641064.2862464,764551330.3578081,800450524.3152544,836349718.2727009,872248912.2301472,908148106.1875937,944047300.1450399,989119011.9087873,1034190723.6725345,1079262435.4362817,1124334147.200029,1169405858.963776,1220821578.0556545,1272237297.147533,1323653016.2394114,1375068735.3312898,1426484454.4231682,1484855439.5139136,1543226424.6046593,1601597409.695405,1659968394.7861505,1718339379.8768961,1785380065.441168,1852420751.0054405,1919461436.5697122,1986502122.133984,2053542807.6982563
150,200,996158304.6243362,1019931919.8728354,1043705535.1213347,1067479150.3698338,1091252765.618333,1115026380.8668323,1005645839.4975107,896265298.128189,786884756.7588674,677504215.3895456,568123674.020224,586649149.6563488,605174625.2924736,623700100.9285984,642225576.5647233,660751052.200848,684702323.749696,708653595.298544,732604866.8473921,756556138.39624,780507409.945088,807598786.4285376,834690162.9119872,861781539.3954368,888872915.8788865,915964292.362336,946464132.5175679,976963972.6728002,1007463812.8280323,1037963652.9832641,1068463493.1384962,1103306632.488928,1138149771.83936,1172992911.1897922,1207836050.540224,1242679189.890656
200,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,350,0.0,0.0,0.0,0.0,0.0,0.0,24257287.150252804,48514574.30050561,72771861.45075841,97029148.60101122,121286435.75126402,125350291.84074883,129414147.9302336,133478004.01971842,137541860.10920325,141605716.19868803,113284572.95895042,84963429.71921282,56642286.47947521,28321143.239737604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,400,0.0,21108245.942739204,42216491.88547841,63324737.828217626,84432983.77095681,105541229.71369602,84432983.77095681,63324737.82821761,42216491.8854784,21108245.9427392,0.0,0.0,0.0,0.0,0.0,0.0,33561906.3116512,67123812.6233024,100685718.9349536,134247625.2466048,167809531.558256,173741701.05900162,179673870.55974722,185606040.0604928,191538209.5612384,197470379.06198403,204153730.0683552,210837081.07472643,217520432.0810976,224203783.08746883,230887134.09384003,184709707.27507204,138532280.456304,92354853.63753599,46177426.818767995,0.0
400,450,99280248.39611201,79424198.71688962,59568149.037667215,39712099.3584448,19856049.6792224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53816061.001270406,107632122.00254081,161448183.00381124,215264244.00508162,269080305.006352
450,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,550,40754495859.14616,40672211766.243004,40589927673.33985,40507643580.43671,40425359487.533554,40343075394.6304,32274460315.704323,24205845236.778244,16137230157.852163,8068615078.926082,0.0,231836054.4741248,463672108.9482496,695508163.4223745,927344217.8964992,1159180272.370624,1214523062.1099744,1269865851.8493247,1325208641.5886753,1380551431.3280256,1435894221.0673761,1499026767.9094849,1562159314.7515938,1625291861.5937026,1688424408.4358113,1751556955.2779202,1823229704.052221,1894902452.826522,1966575201.600823,2038247950.3751237,2109920699.1494246,2192238874.7334886,2274557050.317552,2356875225.9016166,2439193401.48568,2521511577.069744
550,600,0.0,0.0,0.0,0.0,0.0,0.0,8888906430.453056,17777812860.906113,26666719291.359173,35555625721.812225,44444532152.26529,35555625721.812225,26666719291.359173,17777812860.906113,8888906430.453056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,650,0.0,151846114.5460672,303692229.0921344,455538343.6382016,607384458.1842688,759230572.730336,607384458.1842688,455538343.6382016,303692229.09213436,151846114.54606715,0.0,9412510991.096506,18825021982.193012,28237532973.289516,37650043964.386024,47062554955.48254,37650043964.386024,28237532973.28952,18825021982.193016,9412510991.09651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10422617554.664604,20845235109.32921,31267852663.993813,41690470218.65842,52113087773.32303,41690470218.65842,31267852663.993813,20845235109.32921,10422617554.664608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11541414022.445688,23082828044.891376,34624242067.33707,46165656089.78275,57707070112.22844,46165656089.78275,34624242067.33707,23082828044.891376,11541414022.44569,0.0,0.0,0.0,0.0,0.0,0.0
750,800,646074637.7706879,516859710.2165504,387644782.66241276,258429855.1082752,129214927.55413754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12774398684.501642,25548797369.003284,38323196053.50493,51097594738.00657,63871993422.50821,51097594738.00657,38323196053.50493,25548797369.003284,12774398684.501642,0.0
850,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14165067195.892324,28330134391.78465,42495201587.67697,56660268783.5693,70825335979.46162
950,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,1050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1050,1100,36911325454.71191,29529060363.769524,22146795272.82715,14764530181.884762,7382265090.942381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,1150,0.0,7307740688.323981,14615481376.647963,21923222064.971943,29230962753.295925,36538703441.6199,29230962753.295925,21923222064.971943,14615481376.647963,7307740688.323981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,1250,0.0,0.0,0.0,0.0,0.0,0.0,7880627632.141108,15761255264.282215,23641882896.423325,31522510528.56443,39403138160.705536,31522510528.56443,23641882896.42332,15761255264.282215,7880627632.141104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,1300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,1350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8524906396.865848,17049812793.731695,25574719190.597546,34099625587.46339,42624531984.32924,34099625587.46339,25574719190.59754,17049812793.731695,8524906396.865844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,1450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1450,1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9439759612.083427,18879519224.166855,28319278836.250282,37759038448.33371,47198798060.417145,37759038448.33371,28319278836.250286,18879519224.16686,9439759612.083431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,1550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1550,1600,34569432729.33136,34503248066.757866,34437063404.184364,34370878741.61086,34304694079.03737,34238509416.463867,34778962069.65677,35319414722.84967,35859867376.04257,36400320029.23547,36940772682.42838,37549204017.73419,38157635353.04,38766066688.34581,39374498023.65163,39982929358.957436,40845765363.890755,41708601368.82408,42571437373.75741,43434273378.690735,44297109383.624054,55706120959.832344,67115132536.04064,78524144112.24892,89933155688.45721,101342167264.6655,103512729131.38383,105683290998.10217,107853852864.8205,110024414731.53883,112194976598.25717,114643354891.10085,117091733183.94453,119540111476.78822,121988489769.6319,124436868062.47559
