Unit: 2012 $,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Total EE Compensation,329944180785.17224,342697593541.355,355323331673.75104,368019895602.4312,380884817591.5358,394013695985.72363,407475559333.2284,421284263576.3812,435434375620.3,449940595437.82104,464817813068.79596,480056017106.3556,495652589024.91394,511652460228.73145,528067202221.94495,544909220703.1906,562195778570.7461,579926228625.6185,598091466935.4089,616719829366.9142,635803253411.5916,655337417436.3623,675322781544.1083,695758067705.0013,716648264973.4631,737984399918.3978,759706126832.4781,781754683675.4606,804110814774.8218,826774707182.4193,849745882074.9053,873018975920.0618
