Unit: USD,ISIC 01T03,ISIC 05,ISIC 06,ISIC 07T08,ISIC 09,ISIC 10T12,ISIC 13T15,ISIC 16,ISIC 17T18,ISIC 19,ISIC 20,ISIC 21,ISIC 22,ISIC 231,ISIC 239,ISIC 241,ISIC 242,ISIC 25,ISIC 26,ISIC 27,ISIC 28,ISIC 29,ISIC 30,ISIC 31T33,ISIC 351,ISIC 352T353,ISIC 36T39,ISIC 41T43,ISIC 45T47,ISIC 49T53,ISIC 55T56,ISIC 58T60,ISIC 61,ISIC 62T63,ISIC 64T66,ISIC 68,ISIC 69T82,ISIC 84,ISIC 85,ISIC 86T88,ISIC 90T96,ISIC 97T98
Output,157286402000,36284613302.78243,54842968697.217575,35340123000,5840289000,145783456000,47537945000,14466725000,23313108000,83771779000,36233652000,4161612000,0,0,14949207000.0,9643319417.66624,12978188582.333757,87531353000,0,0,0,42858452000,0,37664445000,39265495276.432205,1144965723.5677924,1333241000,235061918000,178385753000,85293117000,57488431000,12903709000,32481176000,7998172000,44122624000,31306275000,22265425000,54648867000,40638598000,19481644000,19153225000,3424512000
