Year,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
DR Capacity (MW),0,0,0,0,0,0,0,3266.8032786883,5144.262295082,7021.7213114756,8899.1803278686,10776.6393442622,12654.0983606558,14531.5573770495,16409.0163934424,18286.475409836,20163.9344262297,22041.3934426226,23918.8524590163,25796.3114754099,27673.7704918035,29551.2295081965,31428.6885245901,33306.1475409837,35183.6065573774,37061.0655737703,38938.524590164,40815.9836065576,42693.4426229505,44570.9016393442,46448.3606557378,48325.8196721314,50203.2786885244,52080.737704918,53958.1967213117,55835.6557377046,57713.1147540982,59590.5737704919,61468.0327868855,63345.4918032784,65222.9508196721,67100.4098360657,68977.8688524587,70855.3278688523,72732.7868852459,74610.2459016396,76487.7049180325,78365.1639344262,80242.6229508198,82120.0819672134,83997.5409836064,85875,87752.4590163936,89629.9180327866,91507.3770491802,93384.8360655738
