Year,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
Potential Additional DR Capacity (MW),0,0,0,0,0,0,0,1088.9344262294,1714.7540983607,2340.5737704919,2966.3934426229,3592.2131147541,4218.0327868853,4843.8524590165,5469.6721311475,6095.4918032787,6721.3114754099,7347.1311475409,7972.9508196721,8598.7704918033,9224.5901639345,9850.4098360655,10476.2295081967,11102.0491803279,11727.8688524591,12353.6885245901,12979.5081967213,13605.3278688525,14231.1475409835,14856.9672131147,15482.7868852459,16108.6065573771,16734.4262295081,17360.2459016393,17986.0655737706,18611.8852459015,19237.7049180327,19863.524590164,20489.3442622952,21115.1639344262,21740.9836065574,22366.8032786886,22992.6229508196,23618.4426229508,24244.262295082,24870.0819672132,25495.9016393442,26121.7213114754,26747.5409836066,27373.3606557378,27999.1803278688,28625,29250.8196721312,29876.6393442622,30502.4590163934,31128.2786885246
