Unnamed: 0,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
Global battery cap (MWh),253809.5238095238,605280.1120448166,1035000,1560161.0644257716,2189439.775910367,2931512.605042021,3777703.0812324914,4811183.4733893415,6070252.100840332,7572261.90476191,9343242.296918754,11426575.630252097,13834978.99159665,16566911.764705881,19553746.498599455,22785679.271708686,26243102.240896348,29968312.324929934,33860189.07563025,37908928.57142854,42134138.65546218,46555427.170868315,51042903.62789984,55600056.76470596,60212434.779017255,64868298.09270386,69558226.73971301,74262829.03632876,78988103.04493006,83729415.36984143,88483147.49221893,93246483.12516476,84695504.78265,87819134.36378193,90942763.94491482,94066393.52604675,97190023.10717869,100313652.68831158,103437282.26944351,106560911.85057545,109684541.43170738,112808171.01284027,115931800.59397219,119055430.17510416,122179059.75623703,125302689.33736897,128426318.91850089,131549948.49963379,134673578.08076572,137797207.66189766,140920837.24303055,144044466.82416248
