Unit: MW,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
Potential Additional Grid Battery Storage Capacity,0,0,0,11753.9562165129,17511.0635703565,26415.8378899481,33795.3049206424,40494.3268739132,47189.5721525388,57811.0362766757,82137.08649582,105520.682863385,128896.1337880472,158311.9370117548,187727.534591744,217138.6664383852,236749.4477961893,256360.7428425707,275971.8699585882,295577.520792855,315188.8065894764,334794.9741632886,354402.3502109996,374002.689739768,393610.140560409,413220.1207969713,432828.0150370695,452438.3314188746,472048.0636613768,491646.5511133352,511255.8009396821,530862.4163093873,550469.6588129473,570076.9013165075,589684.1438200676,609291.3863236277,628898.6288271878,648505.871330748,668113.1138343081,687720.3563378681,707327.5988414283,726934.8413449884,746542.0838485486,766149.3263521086,785756.5688556688,805363.8113592289,824971.053862789,844578.2963663491,864185.5388699092,883792.7813734694,903400.0238770294
