Unit: MW,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
BAU Grid Battery Storage Capacity,245.16132599,308.7274330462,505.5764169577,652.0274369231,703.9030599943,779.9166089981,828.2168914113,931.2388001148,1082.8014064956,1125.5159631343,1169.4213922756,1195.1736016711,1325.6172442808,1344.2123146042,1365.4504745516,1444.0856391947,1453.322175791,1455.9563957256,1460.7489845413,1535.9269154426,1538.6800203363,1607.2164212125,1660.2205955478,1803.6634681484,1855.7066038615,1875.2397605408,1921.5837318208,1936.7964939362,1959.5170590705,2126.764232797,2155.6851776174,2218.4661647764,2273.1867502028,2327.9073356291,2382.6279210555,2437.3485064818,2492.0690919081,2546.7896773345,2601.5102627608,2656.2308481872,2710.9514336135,2765.6720190398,2820.3926044662,2875.1131898925,2929.8337753189,2984.5543607452,3039.2749461716,3093.9955315979,3148.7161170242,3203.4367024506,3258.1572878769
