Unnamed: 0,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
BAU Transmission Capacity (MW-miles),6561.884142,6767.832456,7874.7471,8630.371728,9420.393708,9811.261548,10630.03392,10833.367446,11125.843146,11738.998656,11975.827248,12337.907868,12910.011690979,13389.6562770722,13869.3008631655,14348.9454492587,14828.5900353519,15308.2346214452,15787.8792075384,16267.5237936317,16747.1683797249,17226.8129658181,17706.4575519114,18186.1021380046,18665.7467240978,19145.3913101911,19625.0358962843,20104.6804823775,20584.3250684708,21063.969654564,21543.6142406572,22023.2588267505,22550.913933894,23033.0883121919,23515.2626904898,23997.4370687877,24479.6114470858,24961.7858253837,25443.9602036816,25926.1345819794,26408.3089602775,26890.4833385754,27372.6577168733,27854.8320951712,28337.0064734692,28819.1808517671,29301.355230065,29783.5296083629,30265.703986661,30747.8783649589,31230.0527432568,31712.2271215547
