Unit: $/MW,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
Balance of System,718728.2126017155,569033.9094310582,561024.5615593067,545342.27890038,550497.333209391,578239.7244863401,571692.5179440517,568786.778795351,560756.5722530629,561616.3004979499,562621.0287428368,562089.4169174988,561449.280363704,560840.1438099118,560314.0072561195,559785.8707023247,559390.7341485315,559039.5975947367,558715.4610409444,558427.3244871522,558149.1879333573,557896.0513795642,557654.9148257694,557436.7782719771,557220.6417181849,557010.50516439,556809.368610597,556614.2320568021,556423.0955030099,556243.9589492176,556059.8223954228,555875.7467973831,555691.7321349197,555507.7783878609,555323.8855360415,555140.0535593029,554956.2824374934,554772.5721504679,554588.9226780878,554405.3340002215,554221.8060967436,554038.3389475356,553854.9325324858,553671.5868314891,553488.3018244469,553305.0774912672,553121.913811865,552938.8107661618,552755.7683340855,552572.7864955708,552389.8652305593
