Unnamed: 0,ISIC 01T03,ISIC 05,ISIC 06,ISIC 07T08,ISIC 09,ISIC 10T12,ISIC 13T15,ISIC 16,ISIC 17T18,ISIC 19,ISIC 20,ISIC 21,ISIC 22,ISIC 231,ISIC 239,ISIC 241,ISIC 242,ISIC 25,ISIC 26,ISIC 27,ISIC 28,ISIC 29,ISIC 30,ISIC 31T33,ISIC 351,ISIC 352T353,ISIC 36T39,ISIC 41T43,ISIC 45T47,ISIC 49T53,ISIC 55T56,ISIC 58T60,ISIC 61,ISIC 62T63,ISIC 64T66,ISIC 68,ISIC 69T82,ISIC 84,ISIC 85,ISIC 86T88,ISIC 90T96,ISIC 97T98
Government Expenditures,2088117628.5561635,1839008858.8336732,1839008858.8336732,1839008858.8336732,1839008858.8336732,2615642082.086141,2615642082.086141,2615642082.086141,2615642082.086141,2615642082.086141,2615642082.086141,2615642082.086141,2615642082.086141,2615642082.086141,2615642082.086141,2615642082.086141,2615642082.086141,2615642082.086141,2615642082.086141,2615642082.086141,2615642082.086141,2615642082.086141,2615642082.086141,2615642082.086141,424950254.23248225,424950254.23248225,3460834940.734694,2198018556.3749084,3510457860.4010983,4220195628.2398243,666732295.4337223,1787721759.1849256,1787721759.1849256,1787721759.1849256,1882969229.9611714,1714454473.9724286,2439800597.5761485,608118467.2637247,1472672432.7711885,1245543848.6124482,2967325051.1061263,2967325051.1061263
