(dimensionless),2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Animal related share,0.2857258884,0.2805660495,0.2780557961,0.2795247882,0.2823514498,0.2849644239,0.2870256682,0.2887515269,0.2903730282,0.2917456264,0.293289486,0.2947017977,0.2947017977,0.2947017977,0.2947017977,0.2947017977,0.2947017977,0.2947017977,0.2947017977,0.2947017977,0.2947017977,0.2947017977,0.2947017977,0.2947017977,0.2947017977,0.2947017977,0.2947017977,0.2947017977,0.2947017977,0.2947017977,0.2947017977,0.2947017977
